seed,converged,num_goals,num_agents,agent_types,use_ep,greedy,num_iters
0,True,40,2,['B' 'A'],True,True,97
0,True,40,2,['B' 'A'],True,False,111
0,True,40,2,['B' 'A'],False,False,111
0,True,45,2,['A' 'A'],True,True,91
0,True,45,2,['A' 'A'],True,False,140
0,True,45,2,['A' 'A'],False,False,132
0,True,50,2,['A' 'A'],True,True,85
0,True,50,2,['A' 'A'],True,False,130
0,True,50,2,['A' 'A'],False,False,130
0,True,55,2,['B' 'B'],True,True,85
0,True,55,2,['B' 'B'],True,False,122
0,False,55,2,['B' 'B'],False,False,149
0,True,40,3,['B' 'A' 'B'],True,True,61
0,True,40,3,['B' 'A' 'B'],True,False,72
0,True,40,3,['B' 'A' 'B'],False,False,100
0,True,45,3,['A' 'B' 'A'],True,True,65
0,True,45,3,['A' 'B' 'A'],True,False,80
0,True,45,3,['A' 'B' 'A'],False,False,80
0,True,50,3,['A' 'A' 'A'],True,True,56
0,True,50,3,['A' 'A' 'A'],True,False,82
0,True,50,3,['A' 'A' 'A'],False,False,82
0,True,55,3,['A' 'A' 'A'],True,True,57
0,True,55,3,['A' 'A' 'A'],True,False,80
0,True,55,3,['A' 'A' 'A'],False,False,76
0,True,40,4,['B' 'A' 'A' 'A'],True,True,61
0,True,40,4,['B' 'A' 'A' 'A'],True,False,59
0,True,40,4,['B' 'A' 'A' 'A'],False,False,59
0,True,45,4,['A' 'B' 'A' 'A'],True,True,40
0,True,45,4,['A' 'B' 'A' 'A'],True,False,63
0,True,45,4,['A' 'B' 'A' 'A'],False,False,63
0,True,50,4,['A' 'B' 'A' 'B'],True,True,54
0,True,50,4,['A' 'B' 'A' 'B'],True,False,67
0,True,50,4,['A' 'B' 'A' 'B'],False,False,71
0,True,55,4,['B' 'A' 'B' 'A'],True,True,42
0,True,55,4,['B' 'A' 'B' 'A'],True,False,62
0,True,55,4,['B' 'A' 'B' 'A'],False,False,74
0,True,40,5,['B' 'A' 'B' 'A' 'B'],True,True,50
0,True,40,5,['B' 'A' 'B' 'A' 'B'],True,False,57
0,True,40,5,['B' 'A' 'B' 'A' 'B'],False,False,58
0,True,45,5,['B' 'A' 'B' 'A' 'A'],True,True,29
0,True,45,5,['B' 'A' 'B' 'A' 'A'],True,False,51
0,True,45,5,['B' 'A' 'B' 'A' 'A'],False,False,54
0,True,50,5,['A' 'A' 'A' 'B' 'B'],True,True,53
0,True,50,5,['A' 'A' 'A' 'B' 'B'],True,False,49
0,True,50,5,['A' 'A' 'A' 'B' 'B'],False,False,59
0,True,55,5,['A' 'B' 'A' 'B' 'B'],True,True,45
0,True,55,5,['A' 'B' 'A' 'B' 'B'],True,False,63
0,True,55,5,['A' 'B' 'A' 'B' 'B'],False,False,68
1,True,40,2,['A' 'A'],True,True,80
1,True,40,2,['A' 'A'],True,False,108
1,True,40,2,['A' 'A'],False,False,107
1,True,45,2,['A' 'A'],True,True,85
1,True,45,2,['A' 'A'],True,False,111
1,True,45,2,['A' 'A'],False,False,126
1,True,50,2,['B' 'B'],True,True,113
1,True,50,2,['B' 'B'],True,False,91
1,True,50,2,['B' 'B'],False,False,99
1,True,55,2,['B' 'A'],True,True,82
1,True,55,2,['B' 'A'],True,False,116
1,True,55,2,['B' 'A'],False,False,116
1,True,40,3,['A' 'A' 'B'],True,True,84
1,True,40,3,['A' 'A' 'B'],True,False,66
1,True,40,3,['A' 'A' 'B'],False,False,66
1,True,45,3,['B' 'B' 'A'],True,True,122
1,True,45,3,['B' 'B' 'A'],True,False,98
1,True,45,3,['B' 'B' 'A'],False,False,88
1,True,50,3,['A' 'B' 'B'],True,True,76
1,True,50,3,['A' 'B' 'B'],True,False,93
1,True,50,3,['A' 'B' 'B'],False,False,74
1,True,55,3,['B' 'B' 'A'],True,True,84
1,True,55,3,['B' 'B' 'A'],True,False,91
1,True,55,3,['B' 'B' 'A'],False,False,89
1,True,40,4,['A' 'B' 'B' 'A'],True,True,59
1,True,40,4,['A' 'B' 'B' 'A'],True,False,50
1,True,40,4,['A' 'B' 'B' 'A'],False,False,63
1,True,45,4,['B' 'B' 'B' 'A'],True,True,75
1,True,45,4,['B' 'B' 'B' 'A'],True,False,55
1,True,45,4,['B' 'B' 'B' 'A'],False,False,69
1,True,50,4,['B' 'B' 'B' 'A'],True,True,116
1,True,50,4,['B' 'B' 'B' 'A'],True,False,72
1,False,50,4,['B' 'B' 'B' 'A'],False,False,149
1,True,55,4,['B' 'A' 'B' 'B'],True,True,48
1,True,55,4,['B' 'A' 'B' 'B'],True,False,92
1,True,55,4,['B' 'A' 'B' 'B'],False,False,73
1,True,40,5,['A' 'A' 'B' 'A' 'A'],True,True,38
1,True,40,5,['A' 'A' 'B' 'A' 'A'],True,False,52
1,True,40,5,['A' 'A' 'B' 'A' 'A'],False,False,52
1,True,45,5,['A' 'A' 'A' 'A' 'B'],True,True,39
1,True,45,5,['A' 'A' 'A' 'A' 'B'],True,False,52
1,True,45,5,['A' 'A' 'A' 'A' 'B'],False,False,52
1,True,50,5,['B' 'B' 'B' 'B' 'A'],True,True,55
1,True,50,5,['B' 'B' 'B' 'B' 'A'],True,False,50
1,True,50,5,['B' 'B' 'B' 'B' 'A'],False,False,79
1,True,55,5,['B' 'A' 'B' 'A' 'B'],True,True,61
1,True,55,5,['B' 'A' 'B' 'A' 'B'],True,False,59
1,True,55,5,['B' 'A' 'B' 'A' 'B'],False,False,73
2,True,40,2,['A' 'A'],True,True,103
2,True,40,2,['A' 'A'],True,False,107
2,True,40,2,['A' 'A'],False,False,107
2,True,45,2,['A' 'A'],True,True,123
2,True,45,2,['A' 'A'],True,False,106
2,True,45,2,['A' 'A'],False,False,106
2,True,50,2,['A' 'B'],True,True,88
2,True,50,2,['A' 'B'],True,False,101
2,True,50,2,['A' 'B'],False,False,102
2,True,55,2,['B' 'A'],True,True,75
2,True,55,2,['B' 'A'],True,False,118
2,True,55,2,['B' 'A'],False,False,118
2,True,40,3,['B' 'B' 'A'],True,True,52
2,True,40,3,['B' 'B' 'A'],True,False,55
2,True,40,3,['B' 'B' 'A'],False,False,65
2,True,45,3,['A' 'B' 'A'],True,True,51
2,True,45,3,['A' 'B' 'A'],True,False,61
2,True,45,3,['A' 'B' 'A'],False,False,63
2,True,50,3,['B' 'B' 'B'],True,True,85
2,True,50,3,['B' 'B' 'B'],True,False,73
2,True,50,3,['B' 'B' 'B'],False,False,66
2,True,55,3,['A' 'A' 'A'],True,True,85
2,True,55,3,['A' 'A' 'A'],True,False,78
2,True,55,3,['A' 'A' 'A'],False,False,78
2,True,40,4,['B' 'B' 'A' 'A'],True,True,48
2,True,40,4,['B' 'B' 'A' 'A'],True,False,51
2,True,40,4,['B' 'B' 'A' 'A'],False,False,51
2,True,45,4,['B' 'A' 'A' 'B'],True,True,49
2,True,45,4,['B' 'A' 'A' 'B'],True,False,53
2,True,45,4,['B' 'A' 'A' 'B'],False,False,64
2,True,50,4,['B' 'B' 'B' 'B'],True,True,78
2,True,50,4,['B' 'B' 'B' 'B'],True,False,58
2,True,50,4,['B' 'B' 'B' 'B'],False,False,69
2,True,55,4,['B' 'B' 'B' 'A'],True,True,55
2,True,55,4,['B' 'B' 'B' 'A'],True,False,64
2,True,55,4,['B' 'B' 'B' 'A'],False,False,50
2,True,40,5,['B' 'B' 'A' 'A' 'A'],True,True,43
2,True,40,5,['B' 'B' 'A' 'A' 'A'],True,False,41
2,True,40,5,['B' 'B' 'A' 'A' 'A'],False,False,58
2,True,45,5,['A' 'B' 'B' 'B' 'B'],True,True,44
2,True,45,5,['A' 'B' 'B' 'B' 'B'],True,False,54
2,True,45,5,['A' 'B' 'B' 'B' 'B'],False,False,107
2,True,50,5,['A' 'B' 'A' 'B' 'A'],True,True,60
2,True,50,5,['A' 'B' 'A' 'B' 'A'],True,False,62
2,True,50,5,['A' 'B' 'A' 'B' 'A'],False,False,80
2,True,55,5,['B' 'B' 'B' 'A' 'A'],True,True,39
2,True,55,5,['B' 'B' 'B' 'A' 'A'],True,False,51
2,True,55,5,['B' 'B' 'B' 'A' 'A'],False,False,44
3,True,40,2,['A' 'A'],True,True,84
3,True,40,2,['A' 'A'],True,False,98
3,True,40,2,['A' 'A'],False,False,98
3,True,45,2,['A' 'B'],True,True,83
3,True,45,2,['A' 'B'],True,False,95
3,True,45,2,['A' 'B'],False,False,95
3,True,50,2,['A' 'A'],True,True,101
3,True,50,2,['A' 'A'],True,False,122
3,True,50,2,['A' 'A'],False,False,122
3,True,55,2,['A' 'B'],True,True,95
3,True,55,2,['A' 'B'],True,False,90
3,True,55,2,['A' 'B'],False,False,90
3,True,40,3,['B' 'B' 'B'],True,True,62
3,True,40,3,['B' 'B' 'B'],True,False,88
3,True,40,3,['B' 'B' 'B'],False,False,50
3,True,45,3,['A' 'A' 'A'],True,True,54
3,True,45,3,['A' 'A' 'A'],True,False,80
3,True,45,3,['A' 'A' 'A'],False,False,80
3,True,50,3,['A' 'A' 'A'],True,True,99
3,True,50,3,['A' 'A' 'A'],True,False,68
3,True,50,3,['A' 'A' 'A'],False,False,77
3,True,55,3,['A' 'B' 'B'],True,True,58
3,True,55,3,['A' 'B' 'B'],True,False,69
3,True,55,3,['A' 'B' 'B'],False,False,76
3,True,40,4,['A' 'A' 'A' 'A'],True,True,44
3,True,40,4,['A' 'A' 'A' 'A'],True,False,48
3,True,40,4,['A' 'A' 'A' 'A'],False,False,48
3,True,45,4,['A' 'B' 'B' 'B'],True,True,56
3,True,45,4,['A' 'B' 'B' 'B'],True,False,76
3,True,45,4,['A' 'B' 'B' 'B'],False,False,67
3,True,50,4,['A' 'A' 'A' 'A'],True,True,77
3,True,50,4,['A' 'A' 'A' 'A'],True,False,50
3,True,50,4,['A' 'A' 'A' 'A'],False,False,50
3,True,55,4,['B' 'A' 'B' 'A'],True,True,53
3,True,55,4,['B' 'A' 'B' 'A'],True,False,52
3,True,55,4,['B' 'A' 'B' 'A'],False,False,68
3,True,40,5,['B' 'B' 'B' 'A' 'A'],True,True,38
3,True,40,5,['B' 'B' 'B' 'A' 'A'],True,False,51
3,True,40,5,['B' 'B' 'B' 'A' 'A'],False,False,59
3,True,45,5,['A' 'B' 'B' 'A' 'B'],True,True,45
3,True,45,5,['A' 'B' 'B' 'A' 'B'],True,False,43
3,True,45,5,['A' 'B' 'B' 'A' 'B'],False,False,59
3,True,50,5,['B' 'A' 'A' 'B' 'A'],True,True,77
3,True,50,5,['B' 'A' 'A' 'B' 'A'],True,False,52
3,True,50,5,['B' 'A' 'A' 'B' 'A'],False,False,55
3,True,55,5,['B' 'A' 'B' 'B' 'B'],True,True,57
3,True,55,5,['B' 'A' 'B' 'B' 'B'],True,False,67
3,True,55,5,['B' 'A' 'B' 'B' 'B'],False,False,63
4,True,40,2,['B' 'A'],True,True,88
4,True,40,2,['B' 'A'],True,False,103
4,True,40,2,['B' 'A'],False,False,103
4,True,45,2,['B' 'A'],True,True,89
4,True,45,2,['B' 'A'],True,False,92
4,True,45,2,['B' 'A'],False,False,92
4,False,50,2,['B' 'A'],True,True,149
4,True,50,2,['B' 'A'],True,False,106
4,True,50,2,['B' 'A'],False,False,106
4,False,55,2,['B' 'A'],True,True,149
4,True,55,2,['B' 'A'],True,False,116
4,True,55,2,['B' 'A'],False,False,110
4,True,40,3,['A' 'A' 'A'],True,True,89
4,True,40,3,['A' 'A' 'A'],True,False,70
4,True,40,3,['A' 'A' 'A'],False,False,70
4,True,45,3,['A' 'A' 'B'],True,True,115
4,True,45,3,['A' 'A' 'B'],True,False,73
4,True,45,3,['A' 'A' 'B'],False,False,73
4,True,50,3,['B' 'B' 'B'],True,True,131
4,True,50,3,['B' 'B' 'B'],True,False,79
4,True,50,3,['B' 'B' 'B'],False,False,94
4,True,55,3,['A' 'A' 'B'],True,True,91
4,True,55,3,['A' 'A' 'B'],True,False,69
4,True,55,3,['A' 'A' 'B'],False,False,92
4,True,40,4,['B' 'A' 'B' 'A'],True,True,87
4,True,40,4,['B' 'A' 'B' 'A'],True,False,53
4,True,40,4,['B' 'A' 'B' 'A'],False,False,57
4,True,45,4,['B' 'A' 'A' 'B'],True,True,94
4,True,45,4,['B' 'A' 'A' 'B'],True,False,75
4,True,45,4,['B' 'A' 'A' 'B'],False,False,58
4,True,50,4,['A' 'A' 'B' 'B'],True,True,92
4,True,50,4,['A' 'A' 'B' 'B'],True,False,51
4,True,50,4,['A' 'A' 'B' 'B'],False,False,60
4,True,55,4,['A' 'A' 'B' 'B'],True,True,67
4,True,55,4,['A' 'A' 'B' 'B'],True,False,70
4,True,55,4,['A' 'A' 'B' 'B'],False,False,69
4,True,40,5,['B' 'B' 'A' 'B' 'A'],True,True,41
4,True,40,5,['B' 'B' 'A' 'B' 'A'],True,False,46
4,True,40,5,['B' 'B' 'A' 'B' 'A'],False,False,46
4,True,45,5,['A' 'B' 'B' 'A' 'A'],True,True,50
4,True,45,5,['A' 'B' 'B' 'A' 'A'],True,False,63
4,True,45,5,['A' 'B' 'B' 'A' 'A'],False,False,72
4,True,50,5,['A' 'B' 'A' 'B' 'A'],True,True,41
4,True,50,5,['A' 'B' 'A' 'B' 'A'],True,False,51
4,True,50,5,['A' 'B' 'A' 'B' 'A'],False,False,46
4,True,55,5,['A' 'B' 'A' 'B' 'B'],True,True,55
4,True,55,5,['A' 'B' 'A' 'B' 'B'],True,False,60
4,True,55,5,['A' 'B' 'A' 'B' 'B'],False,False,72
5,True,40,2,['B' 'A'],True,True,67
5,True,40,2,['B' 'A'],True,False,104
5,True,40,2,['B' 'A'],False,False,104
5,True,45,2,['A' 'A'],True,True,116
5,True,45,2,['A' 'A'],True,False,111
5,True,45,2,['A' 'A'],False,False,111
5,True,50,2,['B' 'A'],True,True,77
5,True,50,2,['B' 'A'],True,False,121
5,True,50,2,['B' 'A'],False,False,121
5,True,55,2,['B' 'B'],True,True,96
5,True,55,2,['B' 'B'],True,False,113
5,True,55,2,['B' 'B'],False,False,121
5,True,40,3,['A' 'A' 'B'],True,True,52
5,True,40,3,['A' 'A' 'B'],True,False,72
5,True,40,3,['A' 'A' 'B'],False,False,71
5,True,45,3,['B' 'A' 'A'],True,True,55
5,True,45,3,['B' 'A' 'A'],True,False,94
5,True,45,3,['B' 'A' 'A'],False,False,94
5,True,50,3,['A' 'B' 'B'],True,True,73
5,True,50,3,['A' 'B' 'B'],True,False,80
5,True,50,3,['A' 'B' 'B'],False,False,71
5,True,55,3,['A' 'B' 'B'],True,True,64
5,True,55,3,['A' 'B' 'B'],True,False,81
5,True,55,3,['A' 'B' 'B'],False,False,74
5,True,40,4,['A' 'A' 'A' 'B'],True,True,78
5,True,40,4,['A' 'A' 'A' 'B'],True,False,68
5,True,40,4,['A' 'A' 'A' 'B'],False,False,68
5,True,45,4,['A' 'A' 'A' 'A'],True,True,53
5,True,45,4,['A' 'A' 'A' 'A'],True,False,60
5,True,45,4,['A' 'A' 'A' 'A'],False,False,60
5,True,50,4,['B' 'B' 'B' 'B'],True,True,46
5,True,50,4,['B' 'B' 'B' 'B'],True,False,63
5,True,50,4,['B' 'B' 'B' 'B'],False,False,109
5,True,55,4,['A' 'B' 'B' 'B'],True,True,54
5,True,55,4,['A' 'B' 'B' 'B'],True,False,66
5,True,55,4,['A' 'B' 'B' 'B'],False,False,64
5,True,40,5,['B' 'A' 'A' 'A' 'A'],True,True,38
5,True,40,5,['B' 'A' 'A' 'A' 'A'],True,False,37
5,True,40,5,['B' 'A' 'A' 'A' 'A'],False,False,37
5,True,45,5,['A' 'A' 'B' 'A' 'B'],True,True,51
5,True,45,5,['A' 'A' 'B' 'A' 'B'],True,False,59
5,True,45,5,['A' 'A' 'B' 'A' 'B'],False,False,61
5,True,50,5,['B' 'A' 'A' 'B' 'A'],True,True,38
5,True,50,5,['B' 'A' 'A' 'B' 'A'],True,False,47
5,True,50,5,['B' 'A' 'A' 'B' 'A'],False,False,48
5,True,55,5,['A' 'A' 'B' 'B' 'B'],True,True,54
5,True,55,5,['A' 'A' 'B' 'B' 'B'],True,False,74
5,True,55,5,['A' 'A' 'B' 'B' 'B'],False,False,68
6,True,40,2,['A' 'B'],True,True,76
6,True,40,2,['A' 'B'],True,False,93
6,True,40,2,['A' 'B'],False,False,93
6,True,45,2,['B' 'A'],True,True,122
6,True,45,2,['B' 'A'],True,False,111
6,True,45,2,['B' 'A'],False,False,111
6,True,50,2,['B' 'B'],True,True,84
6,True,50,2,['B' 'B'],True,False,102
6,True,50,2,['B' 'B'],False,False,111
6,True,55,2,['B' 'B'],True,True,90
6,True,55,2,['B' 'B'],True,False,107
6,True,55,2,['B' 'B'],False,False,106
6,True,40,3,['B' 'B' 'A'],True,True,58
6,True,40,3,['B' 'B' 'A'],True,False,80
6,True,40,3,['B' 'B' 'A'],False,False,125
6,True,45,3,['B' 'A' 'A'],True,True,79
6,True,45,3,['B' 'A' 'A'],True,False,74
6,True,45,3,['B' 'A' 'A'],False,False,78
6,True,50,3,['B' 'A' 'B'],True,True,80
6,True,50,3,['B' 'A' 'B'],True,False,93
6,True,50,3,['B' 'A' 'B'],False,False,83
6,True,55,3,['A' 'A' 'B'],True,True,133
6,True,55,3,['A' 'A' 'B'],True,False,79
6,True,55,3,['A' 'A' 'B'],False,False,84
6,True,40,4,['A' 'A' 'A' 'A'],True,True,55
6,True,40,4,['A' 'A' 'A' 'A'],True,False,48
6,True,40,4,['A' 'A' 'A' 'A'],False,False,48
6,True,45,4,['B' 'B' 'B' 'B'],True,True,40
6,True,45,4,['B' 'B' 'B' 'B'],True,False,60
6,True,45,4,['B' 'B' 'B' 'B'],False,False,122
6,True,50,4,['B' 'A' 'B' 'B'],True,True,66
6,True,50,4,['B' 'A' 'B' 'B'],True,False,68
6,True,50,4,['B' 'A' 'B' 'B'],False,False,55
6,True,55,4,['B' 'A' 'A' 'A'],True,True,61
6,True,55,4,['B' 'A' 'A' 'A'],True,False,65
6,True,55,4,['B' 'A' 'A' 'A'],False,False,65
6,True,40,5,['B' 'A' 'A' 'B' 'B'],True,True,49
6,True,40,5,['B' 'A' 'A' 'B' 'B'],True,False,53
6,True,40,5,['B' 'A' 'A' 'B' 'B'],False,False,71
6,True,45,5,['B' 'B' 'A' 'B' 'B'],True,True,44
6,True,45,5,['B' 'B' 'A' 'B' 'B'],True,False,71
6,True,45,5,['B' 'B' 'A' 'B' 'B'],False,False,116
6,True,50,5,['B' 'B' 'A' 'A' 'B'],True,True,64
6,True,50,5,['B' 'B' 'A' 'A' 'B'],True,False,60
6,True,50,5,['B' 'B' 'A' 'A' 'B'],False,False,52
6,True,55,5,['B' 'A' 'B' 'A' 'A'],True,True,79
6,True,55,5,['B' 'A' 'B' 'A' 'A'],True,False,55
6,True,55,5,['B' 'A' 'B' 'A' 'A'],False,False,54
7,True,40,2,['A' 'A'],True,True,73
7,True,40,2,['A' 'A'],True,False,111
7,True,40,2,['A' 'A'],False,False,111
7,True,45,2,['B' 'A'],True,True,96
7,True,45,2,['B' 'A'],True,False,98
7,True,45,2,['B' 'A'],False,False,98
7,True,50,2,['B' 'A'],True,True,104
7,True,50,2,['B' 'A'],True,False,107
7,True,50,2,['B' 'A'],False,False,96
7,True,55,2,['B' 'A'],True,True,90
7,True,55,2,['B' 'A'],True,False,148
7,True,55,2,['B' 'A'],False,False,148
7,True,40,3,['A' 'A' 'B'],True,True,59
7,True,40,3,['A' 'A' 'B'],True,False,69
7,True,40,3,['A' 'A' 'B'],False,False,69
7,True,45,3,['B' 'B' 'B'],True,True,55
7,True,45,3,['B' 'B' 'B'],True,False,67
7,True,45,3,['B' 'B' 'B'],False,False,114
7,True,50,3,['B' 'B' 'B'],True,True,58
7,True,50,3,['B' 'B' 'B'],True,False,67
7,True,50,3,['B' 'B' 'B'],False,False,97
7,True,55,3,['B' 'B' 'A'],True,True,98
7,True,55,3,['B' 'B' 'A'],True,False,72
7,True,55,3,['B' 'B' 'A'],False,False,65
7,True,40,4,['A' 'A' 'B' 'B'],True,True,59
7,True,40,4,['A' 'A' 'B' 'B'],True,False,51
7,True,40,4,['A' 'A' 'B' 'B'],False,False,55
7,True,45,4,['B' 'A' 'B' 'A'],True,True,50
7,True,45,4,['B' 'A' 'B' 'A'],True,False,64
7,True,45,4,['B' 'A' 'B' 'A'],False,False,61
7,True,50,4,['A' 'B' 'A' 'B'],True,True,56
7,True,50,4,['A' 'B' 'A' 'B'],True,False,59
7,True,50,4,['A' 'B' 'A' 'B'],False,False,73
7,True,55,4,['B' 'B' 'B' 'B'],True,True,58
7,True,55,4,['B' 'B' 'B' 'B'],True,False,77
7,True,55,4,['B' 'B' 'B' 'B'],False,False,97
7,True,40,5,['A' 'A' 'B' 'B' 'B'],True,True,59
7,True,40,5,['A' 'A' 'B' 'B' 'B'],True,False,48
7,True,40,5,['A' 'A' 'B' 'B' 'B'],False,False,59
7,True,45,5,['B' 'B' 'A' 'A' 'B'],True,True,50
7,True,45,5,['B' 'B' 'A' 'A' 'B'],True,False,57
7,True,45,5,['B' 'B' 'A' 'A' 'B'],False,False,59
7,True,50,5,['B' 'A' 'B' 'A' 'B'],True,True,56
7,True,50,5,['B' 'A' 'B' 'A' 'B'],True,False,49
7,True,50,5,['B' 'A' 'B' 'A' 'B'],False,False,53
7,True,55,5,['A' 'A' 'B' 'A' 'B'],True,True,53
7,True,55,5,['A' 'A' 'B' 'A' 'B'],True,False,50
7,True,55,5,['A' 'A' 'B' 'A' 'B'],False,False,82
8,False,40,2,['B' 'B'],True,True,149
8,True,40,2,['B' 'B'],True,False,113
8,True,40,2,['B' 'B'],False,False,121
8,True,45,2,['B' 'A'],True,True,85
8,True,45,2,['B' 'A'],True,False,118
8,True,45,2,['B' 'A'],False,False,118
8,True,50,2,['B' 'A'],True,True,93
8,True,50,2,['B' 'A'],True,False,114
8,True,50,2,['B' 'A'],False,False,114
8,True,55,2,['A' 'A'],True,True,102
8,False,55,2,['A' 'A'],True,False,149
8,False,55,2,['A' 'A'],False,False,149
8,True,40,3,['B' 'A' 'A'],True,True,57
8,True,40,3,['B' 'A' 'A'],True,False,74
8,True,40,3,['B' 'A' 'A'],False,False,74
8,True,45,3,['B' 'A' 'A'],True,True,94
8,True,45,3,['B' 'A' 'A'],True,False,68
8,True,45,3,['B' 'A' 'A'],False,False,68
8,True,50,3,['A' 'B' 'B'],True,True,97
8,True,50,3,['A' 'B' 'B'],True,False,83
8,True,50,3,['A' 'B' 'B'],False,False,80
8,True,55,3,['B' 'A' 'B'],True,True,64
8,True,55,3,['B' 'A' 'B'],True,False,99
8,True,55,3,['B' 'A' 'B'],False,False,86
8,True,40,4,['A' 'A' 'A' 'B'],True,True,65
8,True,40,4,['A' 'A' 'A' 'B'],True,False,59
8,True,40,4,['A' 'A' 'A' 'B'],False,False,59
8,True,45,4,['B' 'A' 'B' 'B'],True,True,59
8,True,45,4,['B' 'A' 'B' 'B'],True,False,65
8,True,45,4,['B' 'A' 'B' 'B'],False,False,78
8,True,50,4,['A' 'A' 'A' 'A'],True,True,76
8,True,50,4,['A' 'A' 'A' 'A'],True,False,62
8,True,50,4,['A' 'A' 'A' 'A'],False,False,62
8,True,55,4,['B' 'A' 'B' 'A'],True,True,64
8,True,55,4,['B' 'A' 'B' 'A'],True,False,70
8,True,55,4,['B' 'A' 'B' 'A'],False,False,65
8,True,40,5,['A' 'B' 'A' 'A' 'B'],True,True,66
8,True,40,5,['A' 'B' 'A' 'A' 'B'],True,False,49
8,True,40,5,['A' 'B' 'A' 'A' 'B'],False,False,50
8,True,45,5,['B' 'A' 'B' 'A' 'A'],True,True,34
8,True,45,5,['B' 'A' 'B' 'A' 'A'],True,False,48
8,True,45,5,['B' 'A' 'B' 'A' 'A'],False,False,59
8,True,50,5,['B' 'A' 'A' 'B' 'A'],True,True,68
8,True,50,5,['B' 'A' 'A' 'B' 'A'],True,False,53
8,True,50,5,['B' 'A' 'A' 'B' 'A'],False,False,56
8,True,55,5,['A' 'A' 'A' 'B' 'A'],True,True,48
8,True,55,5,['A' 'A' 'A' 'B' 'A'],True,False,61
8,True,55,5,['A' 'A' 'A' 'B' 'A'],False,False,61
9,True,40,2,['A' 'B'],True,True,70
9,True,40,2,['A' 'B'],True,False,87
9,True,40,2,['A' 'B'],False,False,87
9,True,45,2,['A' 'B'],True,True,113
9,True,45,2,['A' 'B'],True,False,86
9,True,45,2,['A' 'B'],False,False,86
9,True,50,2,['A' 'B'],True,True,92
9,True,50,2,['A' 'B'],True,False,107
9,True,50,2,['A' 'B'],False,False,107
9,True,55,2,['B' 'A'],True,True,130
9,True,55,2,['B' 'A'],True,False,121
9,True,55,2,['B' 'A'],False,False,121
9,True,40,3,['B' 'A' 'B'],True,True,53
9,True,40,3,['B' 'A' 'B'],True,False,73
9,True,40,3,['B' 'A' 'B'],False,False,92
9,True,45,3,['A' 'B' 'B'],True,True,81
9,True,45,3,['A' 'B' 'B'],True,False,71
9,True,45,3,['A' 'B' 'B'],False,False,66
9,True,50,3,['B' 'B' 'B'],True,True,118
9,True,50,3,['B' 'B' 'B'],True,False,61
9,True,50,3,['B' 'B' 'B'],False,False,82
9,True,55,3,['B' 'A' 'A'],True,True,73
9,True,55,3,['B' 'A' 'A'],True,False,101
9,True,55,3,['B' 'A' 'A'],False,False,101
9,True,40,4,['B' 'A' 'A' 'A'],True,True,51
9,True,40,4,['B' 'A' 'A' 'A'],True,False,53
9,True,40,4,['B' 'A' 'A' 'A'],False,False,53
9,True,45,4,['A' 'A' 'B' 'A'],True,True,81
9,True,45,4,['A' 'A' 'B' 'A'],True,False,53
9,True,45,4,['A' 'A' 'B' 'A'],False,False,53
9,True,50,4,['A' 'B' 'B' 'B'],True,True,57
9,True,50,4,['A' 'B' 'B' 'B'],True,False,66
9,True,50,4,['A' 'B' 'B' 'B'],False,False,107
9,True,55,4,['A' 'B' 'A' 'B'],True,True,78
9,True,55,4,['A' 'B' 'A' 'B'],True,False,62
9,True,55,4,['A' 'B' 'A' 'B'],False,False,66
9,True,40,5,['A' 'B' 'B' 'A' 'A'],True,True,54
9,True,40,5,['A' 'B' 'B' 'A' 'A'],True,False,44
9,True,40,5,['A' 'B' 'B' 'A' 'A'],False,False,55
9,True,45,5,['B' 'A' 'A' 'A' 'B'],True,True,53
9,True,45,5,['B' 'A' 'A' 'A' 'B'],True,False,47
9,True,45,5,['B' 'A' 'A' 'A' 'B'],False,False,64
9,True,50,5,['A' 'A' 'A' 'B' 'B'],True,True,45
9,True,50,5,['A' 'A' 'A' 'B' 'B'],True,False,59
9,True,50,5,['A' 'A' 'A' 'B' 'B'],False,False,69
9,True,55,5,['B' 'B' 'B' 'B' 'A'],True,True,77
9,True,55,5,['B' 'B' 'B' 'B' 'A'],True,False,52
9,True,55,5,['B' 'B' 'B' 'B' 'A'],False,False,83
